City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
395,Kerrville,US,30.0474,-99.1403,57.25,72,0,8.16,clear sky
396,Sibu,MY,2.3,111.8167,82.71,78,40,2.3,scattered clouds
397,Aklavik,CA,68.2191,-135.0107,-24.77,98,8,9.69,clear sky
398,Port Lincoln,AU,-34.7333,135.8667,74.12,51,0,11.21,clear sky
399,Kearney,US,40.6995,-99.0815,18.16,67,0,9.22,clear sky
400,Manicore,BR,-5.8092,-61.3003,72.57,99,100,2.04,overcast clouds
401,Ijui,BR,-28.3878,-53.9147,75.22,55,45,8.86,scattered clouds
402,Sulangan,PH,11.1373,123.7228,79.95,83,91,11.36,light rain
403,High Level,CA,58.5169,-117.136,-9.29,84,0,0.0,clear sky
404,Dergachi,RU,51.2328,48.7659,25.92,93,92,11.54,overcast clouds
405,Harindanga,IN,22.0383,88.3214,73.38,26,22,7.38,few clouds
406,Udimskiy,RU,61.1417,45.9144,18.84,96,99,5.93,overcast clouds
407,Baraki Barak,AF,33.9675,68.9486,25.5,54,0,1.36,clear sky
408,Atar,MR,20.5169,-13.0499,62.37,22,75,7.54,broken clouds
409,Muzaffarabad,PK,34.37,73.4711,61.56,23,2,2.17,clear sky
410,Ketchikan,US,55.3422,-131.6461,39.18,81,100,5.75,overcast clouds
411,Tottori,JP,35.5,134.2333,50.07,57,75,8.05,broken clouds
412,Magnitogorsk,RU,53.4186,59.0472,20.23,93,75,11.18,broken clouds
413,Havre-Saint-Pierre,CA,50.2334,-63.5986,23.59,79,100,17.27,overcast clouds
414,Sawakin,SD,19.1059,37.3321,68.32,66,100,14.92,overcast clouds
415,Tigil,RU,57.8,158.6667,-8.68,99,17,3.65,few clouds
